fileyear,Program,Level,Number,MedianAnnualFamilyIncome,Person,IHSS,Child Welfare,Foster Care,DDS,Black,White,Hispanic,Asian_PI,Native_American,Other_missing,Female,Male
2016,CalFresh,State Assembly,District 23,74927.31,113706,1041,2228,840,708,12505,25289,47363,16552,1109,10888,60925,52781
2016,CalFresh,State Assembly,District 24,171390.63,20831,314,407,56,193,1657,2889,10719,3683,59,1824,11034,9797
2016,CalFresh,State Assembly,District 25,134020.44,29338,534,541,117,256,2077,4045,9216,10597,161,3242,15929,13409
2016,CalFresh,State Assembly,District 26,51343.44,160822,672,2700,668,1421,3213,31476,106675,10148,1865,7445,84428,76394
2016,CalFresh,State Assembly,District 27,98919.45,64682,864,1586,253,521,3185,5188,31523,20056,444,4286,33759,30923
2016,CalFresh,State Assembly,District 28,158726.82,21738,410,454,104,172,1612,5229,8257,3885,153,2602,11465,10273
2016,CalFresh,State Assembly,District 29,114478.35,43978,771,833,207,267,2070,15736,17280,3883,271,4738,23053,20925
2016,CalFresh,State Assembly,District 30,77669.88,89603,1155,1346,316,723,1069,8281,71562,4282,178,4231,47508,42095
2016,CalFresh,State Assembly,District 31,43923.9,179814,1281,3082,797,1083,11720,17398,110607,27229,1032,11828,93008,86806
2016,CalFresh,State Assembly,District 32,44774.85,135646,615,2702,851,903,8724,16160,101115,2889,343,6415,71533,64113
2016,CalFresh,State Assembly,District 33,57758.58,157510,1493,4229,1406,751,28134,45249,70838,2975,633,9681,82831,74679
2016,CalFresh,State Assembly,District 34,70799.04,103349,407,2430,837,728,10633,36219,47852,2734,375,5536,55019,48330
2016,CalFresh,State Assembly,District 35,80116.71,64799,661,1627,469,767,1441,42257,11432,4368,409,4892,34046,30753
2016,CalFresh,State Assembly,District 36,63947.73,115183,1425,6747,1570,1416,33011,23518,51231,1398,245,5780,62120,53063
2016,CalFresh,State Assembly,District 37,91958.4,52728,448,1039,253,702,1208,20924,21798,4387,269,4142,27457,25271
2016,CalFresh,State Assembly,District 38,109170.84,32709,461,1079,276,489,2122,12318,13013,1992,104,3160,17349,15360
2016,CalFresh,State Assembly,District 39,69876.48,76123,1030,3215,707,1080,3856,12472,55272,1358,102,3063,40134,35989
2016,CalFresh,State Assembly,District 40,71649.06,105837,1053,2869,1028,539,18720,17393,58112,4166,251,7195,56843,48994
2016,CalFresh,State Assembly,District 41,102054.48,44566,550,2160,828,445,8071,9244,21731,1693,85,3742,23876,20690
2016,CalFresh,State Assembly,District 42,67760.73,92247,1387,3037,770,350,8859,35261,38563,2143,467,6954,48067,44180
2016,CalFresh,State Assembly,District 43,86515.11,47618,1553,709,110,357,2225,26746,13908,2258,66,2415,24865,22753
2016,CalFresh,State Assembly,District 44,98249.85,55905,458,1023,261,936,1429,10130,34647,5787,120,3792,29285,26620
2016,CalFresh,State Assembly,District 45,92202.06,46138,803,1321,321,572,3830,13846,21976,2658,65,3763,24438,21700
2016,CalFresh,State Assembly,District 46,71308.68,64940,1015,2338,446,1090,4842,13262,41502,2330,70,2934,35005,29935
2016,CalFresh,State Assembly,District 47,64991.19,135869,1174,3010,886,676,19169,12588,92321,3062,222,8507,71893,63976
2016,CalFresh,State Assembly,District 48,76179.09,62213,534,2056,608,721,2400,6692,46719,3377,91,2934,33378,28835
2016,CalFresh,State Assembly,District 49,71737.41,47482,483,1328,272,414,1163,3552,29226,11531,38,1972,24773,22709
2016,CalFresh,State Assembly,District 50,129294.18,21389,482,401,95,182,3078,8152,6838,919,63,2339,10828,10561
2016,CalFresh,State Assembly,District 51,58823.43,81992,794,3172,686,855,3807,4728,67264,3752,118,2323,42815,39177
2016,CalFresh,State Assembly,District 52,65807.73,92569,681,2396,512,640,7322,9717,66660,2737,134,5999,49312,43257
2016,CalFresh,State Assembly,District 53,43654.2,99022,846,3344,454,1221,11040,6842,71845,4526,184,4585,48333,50689
2016,CalFresh,State Assembly,District 54,84792.75,60893,981,2059,429,536,24350,7346,22364,1139,110,5584,31281,29612
2016,CalFresh,State Assembly,District 55,102808.71,29287,325,548,200,202,1250,6211,15433,3932,73,2388,15955,13332
2016,CalFresh,State Assembly,District 56,53209.95,125179,1274,2369,545,822,3788,12255,102372,900,824,5040,66526,58653
2016,CalFresh,State Assembly,District 57,79676.82,53958,515,1620,415,516,1299,5579,42357,2311,106,2306,29125,24833
2016,CalFresh,State Assembly,District 58,70448.43,62315,732,1893,489,553,3749,5167,48249,2130,93,2927,33945,28370
2016,CalFresh,State Assembly,District 59,44539.56,154529,1269,7022,1152,1390,41484,3711,101873,529,129,6803,82048,72481
2016,CalFresh,State Assembly,District 60,83782.77,66957,783,1092,327,367,4269,11782,42936,2634,130,5206,36386,30571
2016,CalFresh,State Assembly,District 61,69387.3,97715,1028,2457,806,452,18436,13810,54631,2612,225,8001,51949,45766
2016,CalFresh,State Assembly,District 62,73848.51,69547,913,2013,476,676,24554,4977,33153,1534,103,5226,37497,32050
2016,CalFresh,State Assembly,District 63,57764.16,86131,699,2380,552,711,8348,4682,67212,2247,109,3533,47059,39072
2016,CalFresh,State Assembly,District 64,57208.02,133756,1123,5851,1232,1178,39517,6007,75038,3074,228,9892,71570,62186
2016,CalFresh,State Assembly,District 65,82471.47,66894,691,1007,294,438,3071,12073,34637,11485,176,5452,35738,31156
2016,CalFresh,State Assembly,District 66,112671.36,27813,371,754,240,328,5244,5064,12098,2099,66,3242,15009,12804
2016,CalFresh,State Assembly,District 67,83393.1,71233,969,1561,474,341,6152,23046,32123,2316,200,7396,38517,32716
2016,CalFresh,State Assembly,District 68,115826.85,37918,369,661,245,294,1486,8778,19600,4175,127,3752,20364,17554
2016,CalFresh,State Assembly,District 69,65963.04,101417,591,1863,555,674,2162,9685,69567,14573,227,5203,51783,49634
2016,CalFresh,State Assembly,District 70,76544.58,67089,762,2519,572,699,12768,8156,34563,5656,143,5803,35873,31216
2016,CalFresh,State Assembly,District 71,81401.97,84937,724,1399,344,575,6829,27998,18355,5135,761,25859,44997,39940
2016,CalFresh,State Assembly,District 72,83697.21,65288,651,761,161,448,1102,11893,23829,23924,143,4397,34425,30863
2016,CalFresh,State Assembly,District 73,129578.76,22328,294,296,82,144,707,9851,7204,1746,91,2729,11667,10661
2016,CalFresh,State Assembly,District 74,116529,25856,415,325,68,155,981,10956,7532,2470,102,3815,13581,12275
2016,CalFresh,State Assembly,District 75,88929.39,51959,534,923,242,354,2345,14236,23343,5740,715,5580,27794,24165
2016,CalFresh,State Assembly,District 76,91942.59,41156,369,832,212,249,2612,12817,15748,4861,239,4879,21837,19319
2016,CalFresh,State Assembly,District 77,122938.56,22588,261,246,72,183,2029,7032,3815,4812,87,4813,12095,10493
2016,CalFresh,State Assembly,District 78,103285.8,39603,425,873,183,234,5823,13343,9635,4430,274,6098,18597,21006
2016,CalFresh,State Assembly,District 79,83587.47,69298,638,1290,388,465,12768,10971,24076,10768,302,10413,37358,31940
2016,CalFresh,State Assembly,District 80,89189.79,104891,935,1565,356,800,8903,8681,60152,14894,280,11981,56804,48087
2016,CalFresh,State Senate,District 01,87725.04,106419,1374,3334,1057,850,2651,75409,12499,3450,2762,9648,54889,51530
2016,CalFresh,State Senate,District 02,91700.79,122743,2429,3661,940,1314,3905,64366,31908,5709,6110,10745,63185,59558
2016,CalFresh,State Senate,District 03,94540.08,100611,1295,1880,469,837,18907,29728,28549,12153,814,10460,54181,46430
2016,CalFresh,State Senate,District 04,71380.29,170016,1874,4392,1191,1486,12845,87192,36883,11378,2258,19460,89476,80540
2016,CalFresh,State Senate,District 05,70966.44,203407,1349,3800,1018,2065,24198,50488,90815,21448,713,15745,108702,94705
2016,CalFresh,State Senate,District 06,72842.25,214189,2443,5427,1184,1347,54611,44387,42796,39572,2329,30494,112679,101510
2016,CalFresh,State Senate,District 07,127927.08,66602,659,1225,349,505,14555,16270,19394,6067,317,9999,37117,29485
2016,CalFresh,State Senate,District 08,73316.55,199483,1839,4109,1345,1313,16670,63391,76120,23550,2945,16807,105837,93646
2016,CalFresh,State Senate,District 09,94852.56,129423,1741,2605,652,990,49118,11291,35789,19031,465,13729,70514,58909
2016,CalFresh,State Senate,District 10,123048.3,74022,1246,1160,275,626,10058,10163,25584,18493,334,9390,40820,33202
2016,CalFresh,State Senate,District 11,123798.81,81519,2274,2064,354,547,13189,10553,15986,26919,417,14455,40921,40598
2016,CalFresh,State Senate,District 12,58944.33,245628,1850,4210,1131,1615,8938,37074,175735,12044,589,11248,128960,116668
2016,CalFresh,State Senate,District 13,156815.67,42721,664,932,223,444,2580,7144,20788,7591,141,4477,22655,20066
2016,CalFresh,State Senate,District 14,42360.57,329099,1730,5865,1597,2268,16480,35991,232171,25946,1722,16789,171478,157621
2016,CalFresh,State Senate,District 15,131595.93,81716,1236,1963,346,646,4595,10200,37232,22442,571,6676,42747,38969
2016,CalFresh,State Senate,District 16,62814.99,236629,1292,5909,1789,1696,22341,80906,110587,8334,1284,13177,124954,111675
2016,CalFresh,State Senate,District 17,99549.99,105983,1534,2324,620,972,3098,32745,48827,11108,620,9585,55849,50134
2016,CalFresh,State Senate,District 18,70996.2,137820,1945,5458,1158,2127,8710,24309,94860,3835,165,5941,73510,64310
2016,CalFresh,State Senate,District 19,80959.29,137928,1107,2792,666,1851,3316,55452,57522,12241,570,8827,72217,65711
2016,CalFresh,State Senate,District 20,65385.51,228329,1879,5407,1405,1335,26511,22289,158865,5807,358,14499,121185,107144
2016,CalFresh,State Senate,District 21,68979.03,231216,2616,9778,2548,2137,54172,49741,109172,4013,512,13606,123519,107697
2016,CalFresh,State Senate,District 22,70947.84,118841,1038,3559,909,1240,3468,9646,85372,15494,134,4727,62932,55909
2016,CalFresh,State Senate,District 23,70382.4,210517,2608,6174,1936,1012,29209,55715,102882,6637,746,15328,112438,98079
2016,CalFresh,State Senate,District 24,51550.83,167032,1645,5841,1079,1974,10812,12103,129641,8637,254,5585,86123,80909
2016,CalFresh,State Senate,District 25,96518.19,90292,2044,2946,996,797,9839,36488,34084,3447,155,6279,47853,42439
2016,CalFresh,State Senate,District 26,130585.02,35641,715,636,150,350,5558,12802,11014,1770,117,4380,18387,17254
2016,CalFresh,State Senate,District 27,107628.9,73287,1171,1923,503,978,4929,25820,31281,4764,135,6358,38714,34573
2016,CalFresh,State Senate,District 28,78277.17,151711,1560,3095,795,599,9166,37005,89688,3671,469,11712,80156,71555
2016,CalFresh,State Senate,District 29,92702.4,102133,1057,1649,524,658,4232,18313,55633,15575,261,8119,54804,47329
2016,CalFresh,State Senate,District 30,58186.38,232453,2595,10022,1775,2017,82820,13249,118619,2050,317,15398,119752,112701
2016,CalFresh,State Senate,District 31,76982.61,164791,1819,3533,1131,824,22740,25654,97647,5215,350,13185,88354,76437
2016,CalFresh,State Senate,District 32,77774.97,107037,1214,3185,815,922,6060,12125,77571,5506,206,5569,58249,48788
2016,CalFresh,State Senate,District 33,54665.4,191685,1666,6356,1340,1788,23475,10441,141813,6903,239,8814,103688,87997
2016,CalFresh,State Senate,District 34,77917.26,154855,1159,2443,662,1080,3160,20676,84550,37139,344,8986,80006,74849
2016,CalFresh,State Senate,District 35,65056.29,186760,1862,6932,1573,1780,51228,12240,101574,6114,333,15271,100149,86611
2016,CalFresh,State Senate,District 36,110306.37,64420,662,1163,299,394,3358,22879,23390,6736,332,7725,33979,30441
2016,CalFresh,State Senate,District 37,116156.07,63872,780,1004,323,424,2487,19841,27045,6661,232,7606,33977,29895
2016,CalFresh,State Senate,District 38,89224.2,129060,1194,2036,484,912,9964,37839,36950,11210,1343,31754,68532,60528
2016,CalFresh,State Senate,District 39,106881.18,74862,745,1436,360,479,11528,21530,16841,11609,399,12955,37175,37687
2016,CalFresh,State Senate,District 40,89189.79,204423,2042,3267,853,1699,16234,18027,127309,22159,1194,19500,111008,93415
2016,CalFresh,U.S. Congress,District 01,66789.81,122855,1590,4038,1338,1223,2966,85582,17497,4899,3222,8689,62870,59985
2016,CalFresh,U.S. Congress,District 02,98177.31,82897,1479,2564,649,847,2533,45382,19471,3653,4893,6965,42621,40276
2016,CalFresh,U.S. Congress,District 03,78624.06,109690,1213,2374,560,919,10652,45069,33506,9934,1464,9065,58180,51510
2016,CalFresh,U.S. Congress,District 04,94793.04,68424,889,1921,563,509,1347,46846,10150,2184,1383,6514,35509,32915
2016,CalFresh,U.S. Congress,District 05,92637.3,80758,1458,1814,482,788,12991,25823,24073,8255,1178,8438,43110,37648
2016,CalFresh,U.S. Congress,District 06,65344.59,187969,2032,4856,973,1159,48002,42647,38837,29528,2141,26814,98727,89242
2016,CalFresh,U.S. Congress,District 07,87768.75,98008,1164,2111,558,656,17205,32510,14583,15456,908,17346,52660,45348
2016,CalFresh,U.S. Congress,District 08,60321.66,207442,2093,5656,1716,965,32160,66339,89776,4229,1625,13313,108970,98472
2016,CalFresh,U.S. Congress,District 09,75834.99,152359,997,2736,742,1567,26003,30365,63961,18299,619,13112,82011,70348
2016,CalFresh,U.S. Congress,District 10,71039.91,141112,979,2691,682,1140,7278,46502,69867,7547,393,9525,75008,66104
2016,CalFresh,U.S. Congress,District 11,107786.07,63719,594,1165,296,481,15746,11413,21727,5993,256,8584,34912,28807
2016,CalFresh,U.S. Congress,District 12,131931.66,64591,1888,1746,257,395,12085,9054,11249,20017,378,11808,31632,32959
2016,CalFresh,U.S. Congress,District 13,99769.47,99998,1462,2124,531,788,39458,8419,25499,15932,380,10310,54292,45706
2016,CalFresh,U.S. Congress,District 14,129037.5,41850,770,905,273,412,2555,5827,16566,11292,120,5490,22533,19317
2016,CalFresh,U.S. Congress,District 15,129842.88,51088,772,738,191,435,8170,8191,18022,9342,207,7156,28489,22599
2016,CalFresh,U.S. Congress,District 16,50419.95,245221,1800,5196,1446,1456,20162,35966,144396,29081,1328,14288,127892,117329
2016,CalFresh,U.S. Congress,District 17,144367.62,36365,685,654,125,309,2435,5377,11620,12567,186,4180,19800,16565
2016,CalFresh,U.S. Congress,District 18,164189.64,31453,519,693,164,283,2110,8334,12745,4546,163,3555,16523,14930
2016,CalFresh,U.S. Congress,District 19,112450.02,85958,1218,2140,357,681,4334,9188,42468,23382,606,5980,45206,40752
2016,CalFresh,U.S. Congress,District 20,83054.58,114891,1621,1633,400,855,2403,18682,80343,5804,316,7343,60467,54424
2016,CalFresh,U.S. Congress,District 21,46135.44,213711,1029,3589,1084,1362,10967,22851,158463,10371,597,10462,112366,101345
2016,CalFresh,U.S. Congress,District 22,68248.98,193733,1212,3346,1102,1576,10203,37273,111745,19858,1181,13473,102768,90965
2016,CalFresh,U.S. Congress,District 23,66306.21,166969,905,4284,1300,1294,17694,55004,79257,5361,1077,8576,88907,78062
2016,CalFresh,U.S. Congress,District 24,86556.96,82071,828,1901,532,991,1928,53813,13887,5533,518,6392,42894,39177
2016,CalFresh,U.S. Congress,District 25,86723.43,111186,1403,6268,1413,1543,27082,23272,51521,2399,251,6661,59719,51467
2016,CalFresh,U.S. Congress,District 26,92160.21,92316,749,1802,454,1430,2165,19939,54301,9093,282,6536,48380,43936
2016,CalFresh,U.S. Congress,District 27,89743.14,53840,711,1832,602,499,6003,7680,25418,10930,62,3747,28698,25142
2016,CalFresh,U.S. Congress,District 28,84690.45,72569,2028,1497,336,592,4506,33588,26938,3412,132,3993,37330,35239
2016,CalFresh,U.S. Congress,District 29,60729.93,123287,1635,5090,1073,1960,7182,18448,89592,3195,138,4732,65762,57525
2016,CalFresh,U.S. Congress,District 30,97582.11,63210,1155,1851,446,780,5713,20105,28801,3393,97,5101,33409,29801
2016,CalFresh,U.S. Congress,District 31,70549.8,180524,1697,4641,1525,932,30688,25174,106489,5863,381,11929,95755,84769
2016,CalFresh,U.S. Congress,District 32,75117.96,101920,806,3869,1158,1159,4655,10294,76526,5841,145,4459,54168,47752
2016,CalFresh,U.S. Congress,District 33,142156.08,21357,404,469,128,199,3096,8290,5905,1111,70,2885,11223,10134
2016,CalFresh,U.S. Congress,District 34,49657.35,133083,1221,4753,774,1553,12720,9523,97369,7418,251,5802,65969,67114
2016,CalFresh,U.S. Congress,District 35,65583.6,148935,1160,3449,868,917,13308,14733,106932,3978,211,9773,79612,69323
2016,CalFresh,U.S. Congress,District 36,61964.97,155996,1977,4283,1061,622,12943,37078,92915,2659,646,9755,81894,74102
2016,CalFresh,U.S. Congress,District 37,72482.34,128418,1665,5267,954,1149,50878,10685,54935,1679,180,10061,66513,61905
2016,CalFresh,U.S. Congress,District 38,78403.65,80708,932,2492,646,712,4125,8460,60137,3951,162,3873,43943,36765
2016,CalFresh,U.S. Congress,District 39,98814.36,55528,548,959,308,364,2414,11404,29843,7540,144,4183,29956,25572
2016,CalFresh,U.S. Congress,District 40,50385.54,163911,1308,5783,1073,1552,13677,5508,138676,1055,152,4843,88132,75779
2016,CalFresh,U.S. Congress,District 41,69884.85,140712,1526,3161,976,663,21110,20458,84331,3711,303,10799,75234,65478
2016,CalFresh,U.S. Congress,District 42,92196.48,87551,1069,1590,541,455,6367,25883,41741,3922,230,9408,47518,40033
2016,CalFresh,U.S. Congress,District 43,68032.29,129210,1502,4484,998,1238,42595,7331,66827,3255,168,9034,69958,59252
2016,CalFresh,U.S. Congress,District 44,57252.66,171626,1430,6703,1429,1515,38169,9178,108085,4184,282,11728,92218,79408
2016,CalFresh,U.S. Congress,District 45,123065.97,41289,595,644,217,291,2029,12301,16210,4709,127,5913,22174,19115
2016,CalFresh,U.S. Congress,District 46,68801.4,142401,998,2538,769,951,3668,16299,92496,20979,342,8617,73603,68798
2016,CalFresh,U.S. Congress,District 47,79721.46,102591,1122,2654,597,924,12947,14679,45006,22074,220,7665,54338,48253
2016,CalFresh,U.S. Congress,District 48,106819.8,57854,617,700,163,386,1198,17566,21564,12039,194,5293,30522,27332
2016,CalFresh,U.S. Congress,District 49,103554.57,52811,491,996,255,313,2913,17658,20011,5758,280,6191,27947,24864
2016,CalFresh,U.S. Congress,District 50,85187.07,91256,846,1397,361,643,4215,28931,29352,7726,1118,19914,48941,42315
2016,CalFresh,U.S. Congress,District 51,53859.09,178076,1771,2819,671,1470,12736,14496,115865,17915,1086,15978,96239,81837
2016,CalFresh,U.S. Congress,District 52,117980.73,41731,416,741,121,277,5371,15021,6411,6841,267,7820,19929,21802
2016,CalFresh,U.S. Congress,District 53,89189.79,102152,973,1888,586,718,15855,21048,31081,12735,496,20937,54243,47909
2016,CalWorks,State Assembly,District 01,69776.04,17186,29,956,449,258,444,12304,2091,440,573,1334,9596,7590
2016,CalWorks,State Assembly,District 02,77045.85,14751,35,1079,408,228,399,7822,3475,687,1359,1009,8432,6319
2016,CalWorks,State Assembly,District 03,63528.3,25857,45,1301,594,437,991,13778,7319,1636,369,1764,14181,11676
2016,CalWorks,State Assembly,District 04,88345.35,10535,22,430,150,151,699,4451,4294,413,156,522,5903,4632
2016,CalWorks,State Assembly,District 05,72513.03,20019,21,906,373,185,492,8208,9377,205,236,1501,11018,9001
2016,CalWorks,State Assembly,District 06,112029.66,6410,13,298,148,68,452,3714,1071,329,54,790,3609,2801
2016,CalWorks,State Assembly,District 07,71189.64,39763,45,1448,425,313,12244,8181,9843,4528,436,4531,22049,17714
2016,CalWorks,State Assembly,District 08,70960.86,34081,58,1195,403,257,7810,9820,5278,2074,288,8811,18640,15441
2016,CalWorks,State Assembly,District 09,76826.37,27401,50,694,271,237,8468,3744,7579,4710,169,2731,15141,12260
2016,CalWorks,State Assembly,District 10,118178.82,5869,19,347,103,100,541,1792,2833,249,110,344,3357,2512
2016,CalWorks,State Assembly,District 12,73990.8,21804,17,682,276,234,1278,7718,9985,1119,34,1670,12169,9635
2016,CalWorks,State Assembly,District 13,68266.65,37992,24,895,411,537,8240,5202,16998,3816,95,3641,21069,16923
2016,CalWorks,State Assembly,District 14,96259.65,14103,14,304,118,106,5124,2375,3533,1352,61,1658,7999,6104
2016,CalWorks,State Assembly,District 15,106360.38,10334,14,238,92,82,4851,738,3042,674,23,1006,5998,4336
2016,CalWorks,State Assembly,District 17,123822.06,8539,30,607,146,101,3059,510,2284,1275,33,1378,5050,3489
2016,CalWorks,State Assembly,District 18,83763.24,22427,33,646,221,212,11007,872,6628,1971,59,1890,12768,9659
2016,CalWorks,State Assembly,District 20,112078.95,10425,15,213,65,105,2483,1124,4141,1188,11,1478,5995,4430
2016,CalWorks,State Assembly,District 21,57467.49,43272,26,1402,490,392,2739,8428,28432,1921,98,1654,23887,19385
2016,CalWorks,State Assembly,District 23,74927.31,33330,52,1141,594,256,5397,6758,16234,2817,273,1851,18572,14758
2016,CalWorks,State Assembly,District 25,134020.44,5477,23,210,62,59,595,793,2406,1062,26,595,3060,2417
2016,CalWorks,State Assembly,District 26,51343.44,48332,22,1166,435,589,1264,8931,33935,2232,272,1698,26487,21845
2016,CalWorks,State Assembly,District 27,98919.45,12668,30,587,145,113,813,800,8436,2006,60,553,7004,5664
2016,CalWorks,State Assembly,District 29,114478.35,7649,17,349,140,70,546,2287,3610,528,46,632,4437,3212
2016,CalWorks,State Assembly,District 30,77669.88,21633,46,556,198,178,287,1635,18120,680,29,882,11999,9634
2016,CalWorks,State Assembly,District 31,43923.9,54267,75,1372,552,382,5155,4682,37210,5239,253,1728,29562,24705
2016,CalWorks,State Assembly,District 32,44774.85,41631,24,1218,601,362,3717,4505,30956,506,73,1874,22901,18730
2016,CalWorks,State Assembly,District 33,57758.58,54490,94,2085,1063,305,12678,12428,25308,780,169,3127,30247,24243
2016,CalWorks,State Assembly,District 35,80116.71,16580,20,834,370,261,458,10739,3351,952,84,996,9394,7186
2016,CalWorks,State Assembly,District 36,63947.73,49152,128,4109,1175,724,17575,8106,20715,361,92,2303,28923,20229
2016,CalWorks,State Assembly,District 37,91958.4,9384,13,434,205,173,276,3198,4928,522,32,428,5327,4057
2016,CalWorks,State Assembly,District 38,109170.84,7831,12,521,180,172,640,2524,3750,262,22,633,4519,3312
2016,CalWorks,State Assembly,District 39,69876.48,23669,33,1803,489,443,1129,3372,18431,205,29,503,13585,10084
2016,CalWorks,State Assembly,District 40,71649.06,34260,47,1398,764,211,7357,3896,19719,879,82,2327,19397,14863
2016,CalWorks,State Assembly,District 41,102054.48,13016,24,1159,521,177,2858,2014,6797,346,13,988,7805,5211
2016,CalWorks,State Assembly,District 42,67760.73,25054,50,1421,590,124,3452,7753,11589,407,64,1789,14164,10890
2016,CalWorks,State Assembly,District 43,86515.11,14469,41,368,81,135,493,8940,4123,411,21,481,8009,6460
2016,CalWorks,State Assembly,District 44,98249.85,9890,12,419,197,226,382,1469,6946,656,15,422,5561,4329
2016,CalWorks,State Assembly,District 45,92202.06,12204,38,709,215,227,1189,3363,6476,324,16,836,6942,5262
2016,CalWorks,State Assembly,District 47,64991.19,40355,59,1298,672,249,6556,2981,27357,679,52,2730,22714,17641
2016,CalWorks,State Assembly,District 48,76179.09,20363,16,1088,442,310,723,2040,16366,474,21,739,11997,8366
2016,CalWorks,State Assembly,District 49,71737.41,12889,19,612,168,151,290,913,9788,1455,16,427,7515,5374
2016,CalWorks,State Assembly,District 51,58823.43,27361,46,1841,511,390,1530,879,23880,583,38,451,15936,11425
2016,CalWorks,State Assembly,District 52,65807.73,26492,18,1199,395,260,2491,2112,19695,483,29,1682,14988,11504
2016,CalWorks,State Assembly,District 53,43654.2,28650,35,1660,336,476,2282,850,24251,683,30,554,16432,12218
2016,CalWorks,State Assembly,District 54,84792.75,18815,43,1092,321,211,8717,1261,7278,208,26,1325,11458,7357
2016,CalWorks,State Assembly,District 56,53209.95,35896,48,1217,455,313,1429,2761,29757,143,365,1441,20067,15829
2016,CalWorks,State Assembly,District 57,79676.82,18030,11,941,327,220,508,1773,14615,381,27,726,10512,7518
2016,CalWorks,State Assembly,District 58,70448.43,20335,31,1041,372,211,1409,1540,16093,460,29,804,12030,8305
2016,CalWorks,State Assembly,District 59,44539.56,63399,77,4296,870,646,18672,1043,41299,111,40,2234,37218,26181
2016,CalWorks,State Assembly,District 60,83782.77,16122,42,544,268,115,1365,2470,10745,482,22,1038,9134,6988
2016,CalWorks,State Assembly,District 61,69387.3,27332,44,1123,621,162,6587,3046,15327,650,43,1679,15441,11891
2016,CalWorks,State Assembly,District 62,73848.51,23362,39,1067,348,272,9021,1206,11040,395,27,1673,14063,9299
2016,CalWorks,State Assembly,District 63,57764.16,30886,36,1316,409,317,3737,1519,24011,684,26,909,18055,12831
2016,CalWorks,State Assembly,District 64,57208.02,56406,57,3432,927,609,18395,1969,31805,910,72,3255,33541,22865
2016,CalWorks,State Assembly,District 65,82471.47,15211,38,526,234,119,1007,2645,8752,1698,34,1075,8522,6689
2016,CalWorks,State Assembly,District 66,112671.36,8597,19,430,173,130,2148,1195,3899,435,14,906,5040,3557
2016,CalWorks,State Assembly,District 67,83393.1,17006,36,721,345,102,2107,4748,8430,406,25,1290,9693,7313
2016,CalWorks,State Assembly,District 68,115826.85,7732,16,383,198,77,464,1521,4457,652,26,612,4362,3370
2016,CalWorks,State Assembly,District 69,65963.04,21433,25,893,434,180,533,1499,16852,1852,45,652,11615,9818
2016,CalWorks,State Assembly,District 70,76544.58,24349,49,1498,439,295,5241,1891,14004,1755,30,1428,14402,9947
2016,CalWorks,State Assembly,District 71,81401.97,24972,32,637,243,188,2325,5908,4980,873,83,10803,13700,11272
2016,CalWorks,State Assembly,District 72,83697.21,10220,37,344,134,107,271,2036,5389,1887,16,621,5691,4529
2016,CalWorks,State Assembly,District 75,88929.39,9239,13,345,145,81,657,2222,4797,710,77,776,5275,3964
2016,CalWorks,State Assembly,District 79,83587.47,16869,18,558,270,123,3918,1922,6700,1616,41,2672,9667,7202
2016,CalWorks,State Assembly,District 80,89189.79,25907,33,693,255,242,3004,1655,16199,2120,49,2880,14692,11215
2016,CalWorks,State Senate,District 01,87725.04,24608,46,1397,647,325,942,16632,3431,721,635,2247,13846,10762
2016,CalWorks,State Senate,District 02,91700.79,23751,59,1501,541,367,1063,11587,7088,968,1566,1479,13480,10271
2016,CalWorks,State Senate,District 03,94540.08,23393,34,705,268,241,6606,5890,6866,2140,160,1731,13248,10145
2016,CalWorks,State Senate,District 04,71380.29,49384,76,2055,807,647,5286,23120,11292,2898,584,6204,27213,22171
2016,CalWorks,State Senate,District 05,70966.44,62218,43,1729,759,833,9737,12880,28589,5199,149,5664,34430,27788
2016,CalWorks,State Senate,District 06,72842.25,74214,128,2498,845,560,23714,12359,16476,9710,665,11290,40881,33333
2016,CalWorks,State Senate,District 08,73316.55,56234,72,2009,924,474,7206,15620,25213,4398,596,3201,31397,24837
2016,CalWorks,State Senate,District 09,94852.56,32936,47,879,311,296,15975,1651,9661,2648,85,2916,18862,14074
2016,CalWorks,State Senate,District 10,123048.3,15989,35,426,129,156,3179,1924,6545,2193,38,2110,9107,6882
2016,CalWorks,State Senate,District 11,123798.81,11490,38,781,204,146,3585,853,3106,1999,43,1904,6801,4689
2016,CalWorks,State Senate,District 12,58944.33,74178,61,1986,771,597,3435,10330,54757,2507,156,2993,40749,33429
2016,CalWorks,State Senate,District 14,42360.57,101236,92,2608,1118,880,7082,10240,74737,5216,360,3601,55163,46073
2016,CalWorks,State Senate,District 15,131595.93,16013,38,756,197,154,1177,1594,9878,2297,75,992,8890,7123
2016,CalWorks,State Senate,District 16,62814.99,76801,39,2720,1176,684,10330,23095,37276,1849,283,3968,42748,34053
2016,CalWorks,State Senate,District 17,99549.99,20438,50,1008,418,265,844,5508,10921,1519,106,1540,11728,8710
2016,CalWorks,State Senate,District 18,70996.2,44283,62,3211,825,888,2713,6755,33006,632,39,1138,25354,18929
2016,CalWorks,State Senate,District 19,80959.29,28880,32,1274,543,487,932,12261,12727,1785,89,1086,16238,12642
2016,CalWorks,State Senate,District 20,65385.51,66825,71,2504,1075,516,9056,5059,47038,1147,85,4440,37709,29116
